index,quote,tags
1982,"Peace is present right here and now, in ourselves and in everything we do and see. Every breath we take, every step we take, can be filled with peace, joy, and serenity. The question is whether or not we are in touch with it. We need only to be awake, alive in the present moment.",inspirational;peace;religion;serenity
1983,"If you just sit and observe, you will see how restless your mind is. If you try to calm it, it only makes it worse, but over time it does calm, and when it does, there's room to hear more subtle things - that's when your intuition starts to blossom and you start to see things more clearly and be in the present more. Your mind just slows down, and you see a tremendous expanse in the moment. You see so much more than you could see before. It's a discipline; you have to practice it.",india;inspirational;meditation;steve-jobs;zen
1984,"In the beginner’s mind there are many possibilities, but in the expert’s there are few",inspirational;philosophy;zen
1985,Never give a sword to a man who can't dance.,clumsiness;grace;inspirational
1986,?? ???? ???? ??????? ? ???? ?? ???? ??? ????????? ????? ?????? ?? ????? ??? ????? ??????????? ??? ????? ??????? ??? ???? ?? ?? ??? ???? ????. ,inspirational
1987,"The Man who says he can, and the man who says he can not.. Are both correct",inspirational
1988,You are beautiful. Know this. Anyone who tells you otherwise is simply lying. You are beautiful.,beauty;inspirational;lies;self-love
1989,If you are still breathing maybe it is not such a bad day after all...,inspirational
1990,"The true miracle lies in our eagerness to allow, appreciate, and honor the uniqueness, and freedom of each sentient being to sing the song of their heart.",freedom;global-oneness;inspirational;life;love;meditation;miracles-of-life;nonduality-yoga;oneness;oneness-with-life;unity;unity-consciousness;yoga
1991,"The downfall of the attempts of governments and leaders to unite mankind is found in this- in the wrong message that we should see everyone as the same. This is the root of the failure of harmony. Because the truth is, we should not all see everyone as the same! We are not the same! We are made of different colours and we have different cultures. We are all different! But the key to this door is to look at these differences, respect these differences, learn from and about these differences, and grow in and with these differences. We are all different. We are not the same. But that's beautiful. And that's okay.In the quest for unity and peace, we cannot blind ourselves and expect to be all the same. Because in this, we all have an underlying belief that everyone should be the same as us at some point. We are not on a journey to become the same or to be the same. But we are on a journey to see that in all of our differences, that is what makes us beautiful as a human race, and if we are ever to grow, we ought to learn and always learn some more.",color;culture;difference;differences;equality;government;harmony;human;humanism;humanity;inspiration;inspirational;inspirational-quotes;peace;race;society;unity
1992,"You tried to help the people of the market. You mostly failed. This is life. The longer you live, the more you fail. Failure is the mark of a life well lived. In turn, the only way to live without failure is to be of no use to anyone. Trust me, I've practiced",failure;inspirational
1993,"Make every effort to change things you do not like. If you cannot make a change, change the way you have been thinking. You might find a new solution.",inspirational
1994,"All young people, regardless of sexual orientation or identity, deserve a safe and supportive environment in which to achieve their full potential.",glbt;inspirational
1995,"To accomplish great things, we must dream as well as act.",accomplishment;dream;good-works;inspirational
1996,"Mythology is not a lie, mythology is poetry, it is metaphorical. It has been well said that mythology is the penultimate truth--penultimate because the ultimate cannot be put into words. It is beyond words. Beyond images, beyond that bounding rim of the Buddhist Wheel of Becoming. Mythology pitches the mind beyond that rim, to what can be known but not told.",inspirational;mythology
1997,"If you feel far from God, guess who moved?",christy;inspirational;miller
1998,It is a very natural human trait to destroy that which frightens us.,human;inspirational;life
1999,"You are doing the best you can, and that best results in good to yourself and to others. Do not nag yourself with a sense of failure. Get on your knees and ask for the blessings of the Lord;then stand on your feet and do what you are asked to do.",inspirational
2000,She is delightfully chaotic; a beautiful mess. Loving her is a splendid adventure.,inspirational;love;loving;relationships
2001,"I cannot pretend I am without fear. But my predominant feeling is one of gratitude. I have loved and been loved; I have been given much and I have given something in return; I have read and traveled and thought and written. I have had an intercourse with the world, the special intercourse of writers and readers",death;gratitude;inspirational;life;love;oliver-sacks;thinking
2002,My love is something valuable to me which I ought not to throw away without reflection.,inspiration;inspirational;inspirational-quotes;love;lovers;psychiatry;psychoanalysis;psychology;romance
2003,"We all can be only who we are, no more, no less.",inspirational;kahlan;philosophical
2004,"I would court you, with all the grace and courtesy that you deserve,",damen;damianos-of-akielos;inspirational;inspirational-love-family-loss;inspirational-quote;love-quotes
2005,I will not die an unlived life,inspirational
2006,"Books fall open, you fall in",books;inspirational;reading-books
2007,A Decalogue of Canons for Observation in Practical Life,inspirational;quotes-to-live-by
2008,"If you are not the hero of your own story, then you're missing the whole point of your humanity.",happiness;hero;humanity;inspirational;life;motivational;story;success
2009,"To have regret is to be disappointed with yourself and your choices. Those who are wise, see their life like stepping stones across a great river. Everyone misses a stone from time to time. No one can cross the river without getting wet. Success is measured by your arrival on the other side, not on how muddy your shoes are. Regrets are only felt by those who do not understand life’s purpose. They become so disillusioned that they stand still in the river and do not take the next leap.",inspirational
2010,We join spokes together in a wheel,inspirational;love;philosophy;poetry
2011,... it’s a blessed thing to love and feel loved in return.,blessings;catholic-author;falling-in-love;inspirational;inspirational-love;inspirational-romance;love;love-story;romance;true-love
2012,But what if Shakespeare? and Hamlet? were asking the wrong question? What if the real question is not whethe,inspirational;shakespeare
2013,"To be kind, honest and have positive thoughts; to forgive those who harm us and treat everyone as a friend; to help those who are suffering and never to consider ourselves superior to anyone else: even if this advice seems rather simplistic, make the effort of seeing whether by following it you can find greater happiness.",inspirational
2014,Happiness comes when your work and words are of benefit to others.,inspirational
2015,A lot of the conflict you have in your life exists simply because you're not living in alignment; you're not be being true to yourself.,authenticity;happiness;inspirational;life;self-knowledge;true-to-yourself
2016,"I'd heard of Evergreen Care Center before. Cass and I had always made fun of the stupid ads they ran on TV, featuring some dragged-out woman with a limp perm and big, painted-on circles under her eyes, downing vodka and sobbing uncontrollably. ""We can't heal you at Evergreen"", the very somber voiceover said. ""But we can help you to heal yourself."" It had become our own running joke, applicable to almost anything",drama;fiction;inspirational;romance;self-help
2017,"No matter what your history has been, your destiny is what you create today. What are you going to create?",action;change;destiny;history;inspirational;life;motivational;seize-the-day;success;today
2018,"Read. Read anything. Read the things they say are good for you, and the things they claim are junk. You'll find what you need to find. Just read.",books;inspirational;reading
2019,"There is only one day left, always starting over: It is given to us at dawn and taken away from us at dusk.",carpe-diem;inspirational
2020,What the society thinks is of no interest to me. All that's important is how I see myself. I know who who I am. I know the value of my work.,inspirational;personal-development
2021,Small is the number of them that see with their own eyes and feel with their own hearts.,heart;inspirational
2022,"If you think your boss is stupid, remember: you wouldn’t have a job if he was any smarter.",business;crime;humor;inspirational;mafia
2023,How would your life be different if…You stopped validating your victim mentality? Let today be the day…You shake off your self-defeating drama and embrace your innate ability to recover and achieve.,action;drama;inspirational;life;self-empowerment;victim-mentality
2024,the purpose of life is the life of purpose,inspirational
2025,"Grace is what picks me up and lifts my wings high above and I fly! Grace always conquers! Be graceful in everything; in anger, in sadness, in joy, in kindness, in unkindness, retain grace with you!",flight;flying;flying-spirit;grace;graceful-attitude;graceful-nature;graceful-spirit;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;life;living;wings
2026,You are a human with one life and its up to you to make it the best life you can.,attitude;inspirational
2027,May the fleas of a thousand camels invade the crotch of the person that ruins your day. And may their arms be to short too scratch,amusing;anger;funny;happy;humor;humour;inspirational;malediction;revenge;strife
2028,We are constantly invited to be what we are.,inspirational
2029,A good plan violently executed now is better than a perfect plan executed at some indefinite time in the future.,inspirational;war
2030,Your opinion is not my reality.,inspirational;motivational;opinion;reality
2031,He who jumps into the void owes no explanation to those who stand and watch.,courage;existentialism;godard;inspirational
2032,90% of the game is half mental.,inspirational;math-humor
2033,"A rose can never be a sunflower, and a sunflower can never be a rose.All flowers are beautiful in their own way, and that’s like women too. I want to encourage women to embrace their own uniqueness.",body-love;inspirational
2034,Fairness does not mean everyone gets the same. Fairness means everyone gets what they need.,equity;fairness;inspirational
2035,Leaders are limited by their vision rather than by their abilities.,ability;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leader;leaders;leadership;life;life-quotes;living;motivation;motivational;vision
2036,"For what it's worth, I think happiness is a fleeting condition, not a permanent state of goddamn mind. I've learned that if you chase after moments of bliss here and there, sometimes those moments will sustain you through the shit.",happiness;inspirational;life
2037,God helps those who strut their stuff.,humor;humor-inspirational;inspirational;life-philosophy;motivational
2038,"I give myself a good cry if I need it. But then I concentrate on the good things still in my life. I don't allow myself any more self-pity than that. A little each every morning, a few tears, and that's all.",depression;inspirational
2039,"The purpose of life is not to be happy—but to matter, to be productive, to be useful, to have it make some difference that you lived at all.",inspirational;purpose;truth
2040,"Although I am a typical loner in my daily life, my awareness of belonging to the invisible community of those who strive for truth, beauty, and justice has prevented me from feelings of isolation.",albert-einstein;einstein;inspirational;loner
2041,"Despite my ghoulish reputation, I really have the heart of a small boy. I keep it in a jar on my desk.",horror;inspirational;misattributed-to-stephen-king
2042,"I am not worried, Harry,"" said Dumbledore, his voice a little stronger despite the freezing water. ""I am with you.",dumbledore;faith;harry-potter;inspirational
2043,"You don't have to be great to get started, but you have to get started to be great.",inspirational;les-brown
2044,Hard work beats talent when talent fails to work hard.,hard-work;inspirational;kevin-durant;talent
2045,"Friends can make you feel that the world is smaller and less sneaky than it really is, because you know people who have similar experiences.",friendship;inspirational;lemony-snicket
2046,"For, after all, every one who wishes to gain true knowledge must climb the Hill Difficulty alone, and since there is no royal road to the summit, I must zigzag it in my own way. I slip back many times, I fall, I stand still, I run against the edge of hidden obstacles, I lose my temper and find it again and keep it better, I trudge on, I gain a little, I feel encouraged, I get more eager and climb higher and begin to see the widening horizon. Every struggle is a victory. One more effort and I reach the luminous cloud, the blue depths of the sky, the uplands of my desire.",inspirational
2047,"What the soul hardly realizes is that, unbeliever or not, his loneliness is really a homesickness for God.",god;inspirational;soul
2048,Boredom can be a lethal thing on a small island.,boredom;crazy;funny;inspirational
2049,"There is force in the universe, which, if we permit it, will flow through us and produce miraculous results.",inspirational
2050,"Everyone is lonely, we have to remember that life is to be lived one day at a time. You cannot worry about the past or future. Happiness is in the now.",inspirational;life
2051,A quitter never wins-and-a winner never quits.,inspirational;life;success;winner;winning
2052,"I know I'm not going to be in your head all the time. But once you know me, I'll be forever in your heart. ",be-yourself;beauty;best;feelings;head;heart;heartache;heartbreak;infatuation;inspirational;life;life-lessons;love;lust;mistakes;realist;relationships;sentimental;sex;truth;word-junkies
2053,Live authentically. Why would you continue to compromise something that's beautiful to create something that is fake?,authenticity;being-yourself;inspirational;life
2054,Don't bother just to be better than your contemporaries or predecessors. Try to be better than yourself.,faulkner;inspirational;motivational
2055,"Happiness in marriage is entirely a matter of chance. If the dispositions of the parties are ever so well known to each other or ever so similar beforehand, it does not advance their felicity in the least. They always continue to grow sufficiently unlike afterwards to have their share of vexation; and it is better to know as little as possible of the defects of the person with whom you are to pass your life.",inspirational
2056,"When someone is trying very hard to get something, they don't. And when they're running away from something as hard as they can, it usually catches up with them.",inspirational
2057,"Make your interactions with people transformational, not just transactional.",37-days;inspirational;inspirational-quotes
2058,Me,inspirational;life
2059,"You will have to make up for the smallness of your size by your courage and selfless devotion to duty, for it is not life that matters, but the courage, fortitude and determination you bring to it.",courage;inspirational;jinnah;life;making-a-difference;selflessness
2060,God will not have his work made manifest by cowards,individualism;inspirational
2061,Life is 10 percent what happens to you and ninety percent how you respond to it.,inspirational
2062,"The greatest blessing granted to mankind come by way of madness, which is a divine gift.",inspirational;science;truth
2063,"To exist in this vast universe for a speck of time is the great gift of life. Our tiny sliver of time is our gift of life. It is our only life. The universe will go on, indifferent to our brief existence, but while we are here we touch not just part of that vastness, but also the lives around us. Life is the gift each of us has been given. Each life is our own and no one else's. It is precious beyond all counting. It is the greatest value we can have. Cherish it for what it truly is..... Your life is yours alone. Rise up and live it.",inspirational
2064,"Dancing in all its forms cannot be excluded from the curriculum of all noble education; dancing with the feet, with ideas, with words, and, need I add that one must also be able to dance with the pen?",dancing;inspirational
2065,"The less you reveal, the more people can wonder.",emma-watson;inspirational
2066,"It's okay to be a loser, it just depends on how good you are at being one.",humor;inspirational
2067,"Di jalan cinta para pejuang, biarkan cinta berhenti di titik ketaatan.. Meloncati rasa suka dan tidak suka.. Melampaui batas cinta dan benci.. Karena hikmah sejati tak selalu terungkap di awal pagi.. Karena seringkali kebodohan merabunkan kesan sesaat.. Maka taat adalah prioritas yang kadang membuat perasaan-perasaan terkibas.. Tapi yakinlah, di jalan cinta para pejuang, Alloh lebih tahu tentang kita..",inspirational
2068,"Life is ours to be spent, not t",inspirational;life
2069,Your world is a living expression of how you are using and have used your mind.,inspirational
2070,"Undisturbed calmness of mind is attained by cultivating friendliness toward the happy, compassion for the unhappy, delight in the virtuous, and indifference toward the wicked.",inspirational;meditation;yoga
2071,"Libraries store the energy that fuels the imagination. They open up windows to the world and inspire us to explore and achieve, and contribute to improving our quality of life. Libraries change lives for the better.",inspirational;learning;libraries;library
2072,Many people pray to be kept out of unexpected problems,ability;confront;inspirational;life;overcome;pray;prayer;praying;problem;problems;secret;unexpected
2073,"Integrity is doing what is right and truthful, and doing as you say you would do.",improvement;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;integrity;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success;truth;truthful
2074,Death comes to us all; we can only choose how to face it when it comes.,depressing;inspirational
2075,Most people die with their music still locked up inside them.,inspirational;music
2076,"Books. They are lined up on shelves or stacked on a table. There they are wrapped up in their jackets, lines of neat print on nicely bound pages. They look like such orderly, static things. Then you, the reader come along. You open the book jacket, and it can be like opening the gates to an unknown city, or opening the lid of a treasure chest. You read the first word and you're off on a journey of exploration and discovery.",adventure;advice;book;books;covers;discovery;inspirational;reader;readers
2077,"Hindi ako naniniwalang kailangan ng tao mangarap dahil gusto n’ya ng pera, o gusto n’yang sumikat, o gusto n’ya ng impluwensya. Side effects na lang ang mga ‘to, sa tingin ko. Nangangarap ang tao dahil binigyan s’ya ng Diyos ng kakayanang mangarap at tumupad nito. Tungkulin n’yang pagbutihin ang pagkatao n’ya at mag-ambag ng tulong sa mundo. At wala na s’yang iba pang magagawang mas malaking kasalanan sa sarili bukod sa talikuran ang tungkuling yon… ",bob-ong;inspirational;personal
2078,"The one place where a man ought to get a square deal is in a courtroom, be he any color of the rainbow, but people have a way of carrying their resentments right into a jury box. As you grow older, you'll see white men cheat black men every day of your life, but let me tell you something and don't you forget it - whenever a white man does that to a black man, no matter who he is, how rich he is, or how fine a family he comes from, that white man is trash.",inspirational
2079,Speak with integrity. Say only what you mean. Avoid using the word to speak against yourslef or to gossip about others. Use your power of your word in the direction of truth and love.,inspirational;inspirational-life;ruiz
2080,"Act as if! Act as if you're a wealthy man, rich already, and then you'll surely become rich. Act as if you have unmatched confidence and then people will surely have confidence in you. Act as if you have unmatched experience and then people will follow your advice. And act as if you are already a tremendous success, and as sure as I stand here today - you will become successful.",inspirational;motivational;success
2081,Fortune does favor the bold and you'll never know what you're capable of if you don't try.,business;career;inspirational;self-help;women
2082,"Today is the oldest you've ever been, and the youngest you'll ever be again.",inspirational;live
2083,"When you are living the best version of yourself, you inspire others to live the best versions of themselves.",being-yourself;best-version;happiness;inspirational;inspire;life;motivational;success;version
2084,You must understand: they fear you. There is nothing scarier in their minds than a girl who knows the power of her flames.,girl-power;inspirational;women
2085,Don't turn over the rocks if you don't want to see the pale creatures who live under them.,inspirational;janet-fitch;white-oleander
2086,All I have is all I need and all I need is all I have in this moment.,inspirational;self-help
2087,"It had never occurred to me that our lives, which had been so closely interwoven, could unravel with such speed.",beautiful;inspirational;story
2088,You can never cross the ocean until you have the courage to lose sight of the shore,inspirational
2089,You don't always have to kiss a lot of frogs to recognize a prince when you find on,humor;inspirational
2090,Fear not the path of Truth for the lack of People walking on it.,bobby;inspirational;kennedy;rfk;robert-francis-kennedy
2091,"Life has no limitations, except the ones you make.",inspirational;les-brown;motivational
2092,"The question is very understandable, but no one has found a satisfactory answer to it so far. Yes, why do they make still more gigantic planes, still heavier bombs and, at the same time, prefabricated houses for reconstruction? Why should millions be spent daily on the war and yet there's not a penny available for medical services, artists, or for poor people",anne;frank;inspirational;questions
2093,"Become the leader of your life. Lead yourself to where you want to be. Breathe life back into your ambitions, your desires, your goals, your relationships.",ambitions;breathe;desires;goals;inspirational;leader;life;motivational;relationships;success
2094,"The road of life is strewn with the bodies of promising people. People who show promise, yet lack the confidence to act. People who make promises they are unable to keep. People who promise to do tomorrow what they could do today. Promising young stars, athletes, entrepreneurs who wait for promises to come true. Promise without a goal and a plan is like a barren cow. You know what she could do if she could do it, but she can't. Turn your promise into a plan. Make no promise for tomorrow if you are able to keep it today. And if someone calls you promising, know that you are not doing enough today.",goals-in-life;inspirational
2095,You can't change the wind but you can set your sails.,green-day;inspirational;musician
2096,"I wish I could make him understand that a loving good heart is riches enough, and that without it intellect is poverty.",adam-and-eve;inspirational;intellect;morality
2097,"If you care about someone enough, you’ll always be there for them no matter what.",be-there;care-enough;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
2098,"Those who travel to mountain-tops are half in love with themselves, and half in love with oblivion.",adventure;arrogance;humility;inspirational;mountaineering;mountains;oblivion
2099,"A child may not know how to feed itself, or what to eat, yet it knows hunger.",inspirational
2100,Each day is God's gift to you. What you do with it is your gift to Him.,inspirational;life
2101,"We have to pray with our eyes on God, not on the difficulties.",inspirational;prayer
2102,You are old beyond your years Zoeybird. Believe in yourself and you will find a way. But remember darkness does not always equate to evil just like light does not always bring good.,inspirational
2103,"For the world is in a bad state, but everything will become still worse unless each of us does his best.",inspirational
2104,"I am fallen, flawed and imperfect. Yet drenched in the grace and mercy that is found in Jesus Christ, there is strength",christianity;inspirational;jesus;strength
2105,We crave for new sensations but soon become indifferent to them. The wonders of yesterday are today common occurrences,inspirational;psychological
2106,"Not only is there often a right and wrong, but what goes around does come around, Karma exists, chickens do come home to roost, and as my mother, Phyllis, liked to say, “There is always a day of reckoning.” The good among the great understand that every choice we make adds to the strength or weakness of our spirits—ourselves, or to use an old fashioned word for the same idea, our souls. That is every human’s life work: to construct an identity bit by bit, to walk a path step by step, to live a life that is worthy of something higher, lighter, more fulfilling, and maybe even everlasting.",ethical;ethics;fulfillment;identity;inspiration;inspirational;inspirational-quotes;karma;life-lessons;meaning;meaning-of-life;personal-development;psychology;psychology-spirituality
2107,"Let's start a new tomorrow, today.",inspirational
2108,"May my heart be kind, my mind fierce, and my spirit brave.",author;fantasy;inspirational
2109,"Scars show us where we have been, they do not dictate where we are going.",inspirational;life;scars
2110,Most don't deserve your tears... and the ones that do will never make you cry.,inspirational;relationships;romance
2111,"And I think that's what our world is desperately in need of - lovers, people who are building deep, genuine relationships with fellow strugglers along the way, and who actually know the faces of the people behind the issues they are concerned about.",inspirational
2112,It is one of the beautiful compensations of life that no man can sincerely try to help another without helping himself.,inspirational
2113,Blessed are the weird people,art;creative;inspirational;poets;writers;writing-life
2114,"Were I a Roman Catholic, perhaps I should on this occasion vow to build a chapel to some saint, but as I am not, if I were to vow at all, it should be to build a light-house",1757;churches;inspirational;lighthouse
2115,"The most difficult thing is the decision to act, the rest is merely tenacity. The fears are paper tigers. You can do anything you decide to do. You can act to change and control your life; and the procedure, the process is its own reward.",inspirational
2116,Difficulties increase the nearer we get to the goal.,inspirational
2117,"If you hear how wonderful you are often enough, you begin to believe it, no matter how you try to resist it.",inspirational;wonderful
2118,"The library smells like old books — a thousand leather doorways into other worlds. I hear silence, like the mind of God. I feel a presence in the empty chair beside me. The librarian watches me suspiciously. But the library is a sacred place, and I sit with the patron saint of readers. Pulsing goddess light moves through me for one moment like a glimpse of eternity instantly forgotten. She is gone. I smell mold, I hear the clock ticking, I see an empty chair. Ask me now and I'll say this is just a place where you can't play music or eat. She's gone. The library sucks.",inspirational;love
2119,He who speaks without an attentive ear is mute.,inspirational;wisdom
2120,I attribute my success to this:—I never gave or took an excuse.,excuses;inspirational
2121,"If you think you are beaten, you ar",inspiration;inspirational;mind-power;mindfulness;motivational;napoleon-hill
2122,"I have met some highly intelligent believers, but history has no record to say that [s]he knew or understood the mind of god. Yet this is precisely the qualification which the godly must claim—so modestly and so humbly—to possess. It is time to withdraw our 'respect' from such fantastic claims, all of them aimed at the exertion of power over other humans in the real and material world.",arrogance;atheism;belief;fantasy;god;humility;inspirational;modesty;power;religion;respect
2123,Life is sufferin,god;humility;inspirational;love;suffering;true
2124,"A sailor chooses the wind that takes the ship from a safe port. Ah, yes, but once you're abroad, as you have seen, winds have a mind of their own. Be careful, Charlotte, careful of the wind you choose.",inspirational;life;sailor;ship;wind
2125,"If freedom is short of weapons, we must compensate with willpower.",freedom;inspirational;willpower
2126,Don't feel stupid if you don't like what everyone else pretends to love.,emma-watson;inspirational;love;pretending
2127,"What men and women need is encouragement. Their natural resisting powers should be strengthened, not weakened ... Instead of always harping on a man's faults, tell him of his virtues. Try to pull him out of his rut ... Hold up to him his better self, his real self that can dare and do and win out! ... People radiate what is in their minds and in their hearts.",inspirational;uplifting;way-to-be
2128,The doubters said,bruce-lee;doubters;inspirational
2129,"Kung matatakot kang harapin ang totoo at sabihin ang talagang nararamdaman mo dahil baka masaktan ka, isa lang ibig sabihin noon: ipinagkait mo na sa sarili mo ang pagiging masaya at kinarir mo ang magpakatanga.",inspirational
2130,Life is essentially an endless series of problems. The solution to one problem is merely the creation of another.,inspirational;self-help
2131,"People live their lives bound by what they accept as correct and true. That’s how they define Reality. But what does it mean to be “correct” or “true”? Merely vague concepts… Their Reality may all be a mirage. Can we consider them to simply be living in their own world, shaped by their beliefs?",inspirational;life;perspective
2132,"On no subject are our ideas more warped and pitiable than on death. ... Let children walk with nature, let them see the beautiful blendings and communions of death and life, their joyous inseparable unity, as taught in woods and meadows, plains and mountains and streams of our blessed star, and they will learn that death is stingless indeed, and as beautiful as life, and that the grave has no victory, for it never fights.",beauty;death;ideas;inspirational;joy;life;victory;warped
2133,"To every problem, there is a most simple solution.",inspirational
2134,There are not enough days in forever to allow me to fully express the depth of my love for you.,depth;express;forever;in-love;inspirational;love;lovers;soul-mates
2135,"You have a unique gift to offer this world. Be true to yourself, be kind to yourself, read and learn about everything that interests you and keep away from people who bring you down. When you treat yourself kindly and respect the uniqueness of those around you, you will be giving this world an amazing gift... YOU!",be-you;be-yourself;happiness;inspirational;kindness;motivational;respect;self-esteem;success
2136,"As for what it's against - the story is against those who pervert and misuse religion, or any other kind of doctrine with a holy book and a priesthood and an apparatus of power that wields unchallengeable authority, in order to dominate and suppress human freedoms.",controversy;inspirational;science
2137,"Day after day, day after day",curse;faith;god;inspirational;revenge
2138,I don’t want anyone to hold back who they are. It’s not okay… it’s not a good thing,coming-out;inspirational;lgbt;lgbtqia;team-internet;youtube
2139,"Nobody is exempt from the trials of life, but everyone can always find something positive in everything even in the worst of times.",adversity;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;trials-of-life
2140,"After all, if you do not resist the apparently inevitable, you will never know how inevitable the inevitable was.",apathy;capitalism;inevitability;inspirational;marxism;resistance;socialism
2141,"Then hate me when thou wilt; if ever, now",hate;inspirational;love;shakespeare;uplifting
2142,What I’ve realized is that life doesn’t count for much unless you’re willing to do your small part to leave our children — all of our children — a better world. Any fool can have a child. That doesn’t make you a father. It’s the courage to raise a child that makes you a father.,inspirational
2143,"If I am truly to become an autonomous woman, then I must take over that role of being my own guardian...I not only have to become my own husband, but I need to be my own father, too.",inspirational
2144,"Why am I compelled to write?... Because the world I create in the writing compensates for what the real world does not give me. By writing I put order in the world, give it a handle so I can grasp it. I write because life does not appease my appetites and anger... To become more intimate with myself and you. To discover myself, to preserve myself, to make myself, to achieve self-autonomy. To dispell the myths that I am a mad prophet or a poor suffering soul. To convince myself that I am worthy and that what I have to say is not a pile of shit... Finally I write because I'm scared of writing, but I'm more scared of not writing.",inspirational;writing
2145,Feel your emotions,essence;ineffable;inspirational;living;loving;passion;stillness;tao
2146,Teach her that the idea of 'gender roles' is absolute nonsense. Do not ever tell her that she should or should not do something because she is a girl,equality;feminism;gender-roles;inspirational
2147,Though we tremble before uncertain future,feminism;inspirational;mestiza;poetry
2148,"Courtesy costs nothing, but buys everything.",courtesy;inspirational
2149,"Rogerson,"" I asked him sweetly as we sat watching a video in the pool house, ""where would I find the pelagic zone?",drama;fiction;inspirational;romance
2150,"Realize that true happiness lies within you. Waste no time and effort searching for peace and contentment and joy in the world outside. Remember that there is no happiness in having or in getting, but only in giving. Reach out. Share. Smile. Hug. Happiness is a perfume you cannot pour on others without getting a few drops on yourself.",inspirational;life
2151,Loneliness and the feeling of being unwanted is the most terrible poverty.,inspirational;poverty
2152,There is no such thing as a great talent without great willpower.,inspirational
2153,"O love, O fire! once he dre",deep;elegant;emotional;inspirational;literature;moving
2154,Teachers are the one and only people who save nations.,education;inspirational;youth
2155,impossible is not a word,inspirational
2156,"The heart is like a woman, and the head is like a man, and although man is the head of woman, woman is the heart of man, and she turns man's head because she turns his heart.",catholicism;christianity;heart;inspirational;jesus-shock;love;man;marriage;philosophy;relationships;spirituality;theology;woman;woman-s-character;woman-s-charm;woman-s-strength
2157,"Don't be afraid of the shadows, that only means there's a light nearby.",inspirational;life;wisdom
2158,"Yes, terrible things happen, but sometimes those terrible things- they save you.",inspirational
2159,"Hiduplah Untuk Memberi yang Sebanyak-banyaknya, Bukan untuk Menerima yang Sebanyak-banyaknya. (Pak Harfan)",inspirational
2160,"Fourscore and seven years ago our fathers brought forth on this continent, a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal.",american-presidents;gettysburg-address;inspirational;us-presidents
2161,Don't go on discussing what a good person should be. Just be one.,being;goodness;inspirational;self-actualization;wisdom
2162,"Life is full of beauty. Notice it. Notice the bumble bee, the small child, and the smiling faces. Smell the rain, and feel the wind. Live your life to the fullest potential, and fight for your dreams.",beauty;inspirational;joy;life;optimism;positive
2163,"Spirituality is not to be learned by flight from the world, or by running away from things, or by turning solitary and going apart from the world. Rather, we must learn an inner solitude wherever or with whomsoever we may be. We must learn to penetrate things and find God there.",inner-peace;inspirational;religion
2164,"Now you people have names. That's because you don't know who you are. We know who we are, so we don't need names.",cats;inspirational;names
2165,Successful people have libraries. The rest have big screen TVs,inspirational
2166,"My life is very monotonous,"" the fox said. ""I hunt chickens: men hunt me. All the chickens are just alike, and all the men are just alike. And, in consequence, I am a little bored. But if you tame me, it will be as if the sun came to shine on my life. I shall know the sound of a step that will be different from all the others. Other steps send me hurrying back underneath the ground. Yours will call me, like music, out of my burrow. And then look: you see the grain fields down yonder? [...] The wheat fields have nothing to say to me. And that is sad. But you have hair that is the color of gold. Think how wonderful that will be when you have tamed me! The grain, which is also golden, will bring me back to the thought of you. And I shall love to listen to the wheat in the wind...",inspirational
2167,Storms make trees take deeper roots.,inspirational
2168,"When life doesn't meet your expectations, it was important to take it with grace.",grace;inspirational;life
2169,Vote for the man who promises least; he'll be the least disappointing.,humor;inspirational
2170,"She was broken, I think it’s because she loved too much and she was always blind to the fact that love too is sometimes broken.",happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing
2171,"Dance like you're stamping on a human face forever, love like you've been in a serious car crash that minced the front of your brain, stab like no one can arrest you, and live like there's no such thing as God.",comics;inspirational;mad
2172,"Once for all, then, a short precept is given thee: Love, and do what thou wilt: whether thou hold thy peace, through love hold thy peace; whether thou cry out, through love cry out; whether thou correct, through love correct; whether thou spare, through love do thou spare: let the root of love be within, of this root can nothing spring but what is good.",inspirational;life;love;thelema
